instrument,month,location_family,rel_path,abs_path,size_bytes,mtime_utc,sha256,md5,day_start_utc,day_end_utc,total_rows,filtered_rows,ts_min_ns,ts_max_ns,subsecond_spacing_rows,nonexact_1s_gap_rows,n_columns,generation,is_fixture_path,manifest_by_path,manifest_line,manifest_md5,manifest_status,manifest_by_md5,native_blocks,overlapping_block_pairs,max_rows_per_timestamp,duplicate_timestamps,filtered_distinct_seconds,filtered_max_rows_per_second,filtered_excess_rows
nq,2025-10,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/nq/v4_gapfill/nq_snapshots_2025-10.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\nq\v4_gapfill\nq_snapshots_2025-10.parquet,56232449,2026-04-17T02:59:21Z,753ee9dc2ba5099dbe0196794c7a416c0f3813cb3d19f678f107fcc3f94350fc,83c687e94bed979e7b871db41089701b,14,22,1933205,644410,1759327200011953061,1761944400068028443,5,27,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,185,83c687e94bed979e7b871db41089701b,MATCH,PC2_TRANSFER_v4/manifest.csv:L185->PC2_TRANSFER_v4/processed/nq/v4_gapfill/nq_snapshots_2025-10.parquet; PC2_TRANSFER_v4/manifest.csv:L185->processed/nq/v4_gapfill/nq_snapshots_2025-10.parquet,,,,,,,
nq,2025-10,B_processed_v4_gapfill,processed/nq/v4_gapfill/nq_snapshots_2025-10.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\v4_gapfill\nq_snapshots_2025-10.parquet,56232449,2026-04-17T02:59:21Z,753ee9dc2ba5099dbe0196794c7a416c0f3813cb3d19f678f107fcc3f94350fc,83c687e94bed979e7b871db41089701b,14,22,1933205,644410,1759327200011953061,1761944400068028443,5,27,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,185,83c687e94bed979e7b871db41089701b,MATCH,PC2_TRANSFER_v4/manifest.csv:L185->PC2_TRANSFER_v4/processed/nq/v4_gapfill/nq_snapshots_2025-10.parquet; PC2_TRANSFER_v4/manifest.csv:L185->processed/nq/v4_gapfill/nq_snapshots_2025-10.parquet,1,0,1,0,644405,2,5
nq,2025-11,E_pc2_transfer_processed,pc2_transfer/processed/nq/nq_snapshots_2025-11.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\nq\nq_snapshots_2025-11.parquet,49708861,2026-04-02T17:58:53Z,187af363af1d97eb0b9632b93710a5f1646e2385d582261336e783b403d51cb8,6b17334720c22a1f971b1974f80e5b42,14,22,1603667,550464,1762178400000024053,1764353700068071121,4,79,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L35->pc2_transfer/transfer/data/nq/nq_snapshots_2025-11.parquet; transfer/checksums.txt:L35->transfer/data/nq/nq_snapshots_2025-11.parquet,,,,,,,
nq,2025-11,F_pc2_transfer_transfer_data,pc2_transfer/transfer/data/nq/nq_snapshots_2025-11.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\transfer\data\nq\nq_snapshots_2025-11.parquet,49708861,2026-04-07T15:26:09Z,187af363af1d97eb0b9632b93710a5f1646e2385d582261336e783b403d51cb8,6b17334720c22a1f971b1974f80e5b42,14,22,1603667,550464,1762178400000024053,1764353700068071121,4,79,24,v3_pre_gapfill,false,pc2_transfer/transfer/checksums.txt,35,6b17334720c22a1f971b1974f80e5b42,MATCH,pc2_transfer/transfer/checksums.txt:L35->pc2_transfer/transfer/data/nq/nq_snapshots_2025-11.parquet; transfer/checksums.txt:L35->transfer/data/nq/nq_snapshots_2025-11.parquet,,,,,,,
nq,2025-11,A_processed_FIXTURE_PATH,processed/nq/nq_snapshots_2025-11.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_snapshots_2025-11.parquet,49708861,2026-04-02T17:58:53Z,187af363af1d97eb0b9632b93710a5f1646e2385d582261336e783b403d51cb8,6b17334720c22a1f971b1974f80e5b42,14,22,1603667,550464,1762178400000024053,1764353700068071121,4,79,24,v3_pre_gapfill,true,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L35->pc2_transfer/transfer/data/nq/nq_snapshots_2025-11.parquet; transfer/checksums.txt:L35->transfer/data/nq/nq_snapshots_2025-11.parquet,1,0,1,0,550461,2,3
nq,2025-11,G_transfer_data,transfer/data/nq/nq_snapshots_2025-11.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\transfer\data\nq\nq_snapshots_2025-11.parquet,49708861,2026-04-07T15:26:09Z,187af363af1d97eb0b9632b93710a5f1646e2385d582261336e783b403d51cb8,6b17334720c22a1f971b1974f80e5b42,14,22,1603667,550464,1762178400000024053,1764353700068071121,4,79,24,v3_pre_gapfill,false,transfer/checksums.txt,35,6b17334720c22a1f971b1974f80e5b42,MATCH,pc2_transfer/transfer/checksums.txt:L35->pc2_transfer/transfer/data/nq/nq_snapshots_2025-11.parquet; transfer/checksums.txt:L35->transfer/data/nq/nq_snapshots_2025-11.parquet,,,,,,,
nq,2025-11,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/nq/v4_gapfill/nq_snapshots_2025-11.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\nq\v4_gapfill\nq_snapshots_2025-11.parquet,47989421,2026-04-17T03:27:15Z,1b6b445c1c2f79da90b4a70ef8d1253a01ab825b4eb4a7f25705ac20ee6a6d80,5f831226062030edd7d848139f8217e7,14,22,1533603,518400,1762178400000024053,1764194399000008937,0,17,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,186,5f831226062030edd7d848139f8217e7,MATCH,PC2_TRANSFER_v4/manifest.csv:L186->PC2_TRANSFER_v4/processed/nq/v4_gapfill/nq_snapshots_2025-11.parquet; PC2_TRANSFER_v4/manifest.csv:L186->processed/nq/v4_gapfill/nq_snapshots_2025-11.parquet,,,,,,,
nq,2025-11,B_processed_v4_gapfill,processed/nq/v4_gapfill/nq_snapshots_2025-11.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\v4_gapfill\nq_snapshots_2025-11.parquet,47989421,2026-04-17T03:27:15Z,1b6b445c1c2f79da90b4a70ef8d1253a01ab825b4eb4a7f25705ac20ee6a6d80,5f831226062030edd7d848139f8217e7,14,22,1533603,518400,1762178400000024053,1764194399000008937,0,17,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,186,5f831226062030edd7d848139f8217e7,MATCH,PC2_TRANSFER_v4/manifest.csv:L186->PC2_TRANSFER_v4/processed/nq/v4_gapfill/nq_snapshots_2025-11.parquet; PC2_TRANSFER_v4/manifest.csv:L186->processed/nq/v4_gapfill/nq_snapshots_2025-11.parquet,1,0,1,0,518400,1,0
nq,2025-12,E_pc2_transfer_processed,pc2_transfer/processed/nq/nq_snapshots_2025-12.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\nq\nq_snapshots_2025-12.parquet,51941216,2026-04-02T18:00:26Z,89f356941f99d54b9da34bee56565fbcb06b1a786a4a106b370c1799d6d16153,dea101f4228fcfabff3bdc09ceda05d7,14,22,1815663,620108,1764597600000016281,1767218399868177373,6,28,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L36->pc2_transfer/transfer/data/nq/nq_snapshots_2025-12.parquet; transfer/checksums.txt:L36->transfer/data/nq/nq_snapshots_2025-12.parquet,,,,,,,
nq,2025-12,F_pc2_transfer_transfer_data,pc2_transfer/transfer/data/nq/nq_snapshots_2025-12.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\transfer\data\nq\nq_snapshots_2025-12.parquet,51941216,2026-04-07T15:26:09Z,89f356941f99d54b9da34bee56565fbcb06b1a786a4a106b370c1799d6d16153,dea101f4228fcfabff3bdc09ceda05d7,14,22,1815663,620108,1764597600000016281,1767218399868177373,6,28,24,v3_pre_gapfill,false,pc2_transfer/transfer/checksums.txt,36,dea101f4228fcfabff3bdc09ceda05d7,MATCH,pc2_transfer/transfer/checksums.txt:L36->pc2_transfer/transfer/data/nq/nq_snapshots_2025-12.parquet; transfer/checksums.txt:L36->transfer/data/nq/nq_snapshots_2025-12.parquet,,,,,,,
nq,2025-12,A_processed_FIXTURE_PATH,processed/nq/nq_snapshots_2025-12.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\nq_snapshots_2025-12.parquet,51941216,2026-04-02T18:00:26Z,89f356941f99d54b9da34bee56565fbcb06b1a786a4a106b370c1799d6d16153,dea101f4228fcfabff3bdc09ceda05d7,14,22,1815663,620108,1764597600000016281,1767218399868177373,6,28,24,v3_pre_gapfill,true,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L36->pc2_transfer/transfer/data/nq/nq_snapshots_2025-12.parquet; transfer/checksums.txt:L36->transfer/data/nq/nq_snapshots_2025-12.parquet,1,0,1,0,620102,2,6
nq,2025-12,G_transfer_data,transfer/data/nq/nq_snapshots_2025-12.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\transfer\data\nq\nq_snapshots_2025-12.parquet,51941216,2026-04-07T15:26:09Z,89f356941f99d54b9da34bee56565fbcb06b1a786a4a106b370c1799d6d16153,dea101f4228fcfabff3bdc09ceda05d7,14,22,1815663,620108,1764597600000016281,1767218399868177373,6,28,24,v3_pre_gapfill,false,transfer/checksums.txt,36,dea101f4228fcfabff3bdc09ceda05d7,MATCH,pc2_transfer/transfer/checksums.txt:L36->pc2_transfer/transfer/data/nq/nq_snapshots_2025-12.parquet; transfer/checksums.txt:L36->transfer/data/nq/nq_snapshots_2025-12.parquet,,,,,,,
nq,2025-12,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/nq/v4_gapfill/nq_snapshots_2025-12.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\nq\v4_gapfill\nq_snapshots_2025-12.parquet,51697201,2026-04-17T03:47:16Z,2157ad024d7c7b8ffd26bc4548e8e852210148c83a23bdbe37f654229fdc352e,db9a82e7ce7921bcefdc42ad7ac7513a,14,22,1844106,620102,1764597600000016281,1767218399000011275,1,22,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,187,db9a82e7ce7921bcefdc42ad7ac7513a,MATCH,PC2_TRANSFER_v4/manifest.csv:L187->PC2_TRANSFER_v4/processed/nq/v4_gapfill/nq_snapshots_2025-12.parquet; PC2_TRANSFER_v4/manifest.csv:L187->processed/nq/v4_gapfill/nq_snapshots_2025-12.parquet,,,,,,,
nq,2025-12,B_processed_v4_gapfill,processed/nq/v4_gapfill/nq_snapshots_2025-12.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\nq\v4_gapfill\nq_snapshots_2025-12.parquet,51697201,2026-04-17T03:47:16Z,2157ad024d7c7b8ffd26bc4548e8e852210148c83a23bdbe37f654229fdc352e,db9a82e7ce7921bcefdc42ad7ac7513a,14,22,1844106,620102,1764597600000016281,1767218399000011275,1,22,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,187,db9a82e7ce7921bcefdc42ad7ac7513a,MATCH,PC2_TRANSFER_v4/manifest.csv:L187->PC2_TRANSFER_v4/processed/nq/v4_gapfill/nq_snapshots_2025-12.parquet; PC2_TRANSFER_v4/manifest.csv:L187->processed/nq/v4_gapfill/nq_snapshots_2025-12.parquet,1,0,1,0,620101,2,1
zc,2025-01,E_pc2_transfer_processed,pc2_transfer/processed/zc/zc_snapshots_2025-01.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\zc\zc_snapshots_2025-01.parquet,15919599,2026-04-02T21:31:53Z,46aa7639f3eb92ad7cfafecb78983340e83409f104b1fbf06d4c479078729b46,ea2eee6136896b5f8a5b7ddc052f589c,14,19,1262191,338159,1735828200000000000,1738349999000000000,0,28,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L49->pc2_transfer/transfer/data/zc/zc_snapshots_2025-01.parquet; transfer/checksums.txt:L49->transfer/data/zc/zc_snapshots_2025-01.parquet,,,,,,,
zc,2025-01,F_pc2_transfer_transfer_data,pc2_transfer/transfer/data/zc/zc_snapshots_2025-01.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\transfer\data\zc\zc_snapshots_2025-01.parquet,15919599,2026-04-07T15:26:14Z,46aa7639f3eb92ad7cfafecb78983340e83409f104b1fbf06d4c479078729b46,ea2eee6136896b5f8a5b7ddc052f589c,14,19,1262191,338159,1735828200000000000,1738349999000000000,0,28,24,v3_pre_gapfill,false,pc2_transfer/transfer/checksums.txt,49,ea2eee6136896b5f8a5b7ddc052f589c,MATCH,pc2_transfer/transfer/checksums.txt:L49->pc2_transfer/transfer/data/zc/zc_snapshots_2025-01.parquet; transfer/checksums.txt:L49->transfer/data/zc/zc_snapshots_2025-01.parquet,,,,,,,
zc,2025-01,A_processed_FIXTURE_PATH,processed/zc/zc_snapshots_2025-01.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\zc\zc_snapshots_2025-01.parquet,15919599,2026-04-02T21:31:53Z,46aa7639f3eb92ad7cfafecb78983340e83409f104b1fbf06d4c479078729b46,ea2eee6136896b5f8a5b7ddc052f589c,14,19,1262191,338159,1735828200000000000,1738349999000000000,0,28,24,v3_pre_gapfill,true,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L49->pc2_transfer/transfer/data/zc/zc_snapshots_2025-01.parquet; transfer/checksums.txt:L49->transfer/data/zc/zc_snapshots_2025-01.parquet,1,0,2,1,338159,1,0
zc,2025-01,G_transfer_data,transfer/data/zc/zc_snapshots_2025-01.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\transfer\data\zc\zc_snapshots_2025-01.parquet,15919599,2026-04-07T15:26:14Z,46aa7639f3eb92ad7cfafecb78983340e83409f104b1fbf06d4c479078729b46,ea2eee6136896b5f8a5b7ddc052f589c,14,19,1262191,338159,1735828200000000000,1738349999000000000,0,28,24,v3_pre_gapfill,false,transfer/checksums.txt,49,ea2eee6136896b5f8a5b7ddc052f589c,MATCH,pc2_transfer/transfer/checksums.txt:L49->pc2_transfer/transfer/data/zc/zc_snapshots_2025-01.parquet; transfer/checksums.txt:L49->transfer/data/zc/zc_snapshots_2025-01.parquet,,,,,,,
zc,2025-01,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/zc/v4_gapfill/zc_snapshots_2025-01.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\zc\v4_gapfill\zc_snapshots_2025-01.parquet,18328075,2026-04-17T03:58:32Z,0c0cb4ad2dfb19be057e6be611d92ff09d06f33de613bf0041b7e5ff22b5012f,900b30a0b7d5cb890329dac5329b0890,14,19,1346274,378000,1735826400199155501,1738349999999303117,0,20,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,200,900b30a0b7d5cb890329dac5329b0890,MATCH,PC2_TRANSFER_v4/manifest.csv:L200->PC2_TRANSFER_v4/processed/zc/v4_gapfill/zc_snapshots_2025-01.parquet; PC2_TRANSFER_v4/manifest.csv:L200->processed/zc/v4_gapfill/zc_snapshots_2025-01.parquet,,,,,,,
zc,2025-01,B_processed_v4_gapfill,processed/zc/v4_gapfill/zc_snapshots_2025-01.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\zc\v4_gapfill\zc_snapshots_2025-01.parquet,18328075,2026-04-17T03:58:32Z,0c0cb4ad2dfb19be057e6be611d92ff09d06f33de613bf0041b7e5ff22b5012f,900b30a0b7d5cb890329dac5329b0890,14,19,1346274,378000,1735826400199155501,1738349999999303117,0,20,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,200,900b30a0b7d5cb890329dac5329b0890,MATCH,PC2_TRANSFER_v4/manifest.csv:L200->PC2_TRANSFER_v4/processed/zc/v4_gapfill/zc_snapshots_2025-01.parquet; PC2_TRANSFER_v4/manifest.csv:L200->processed/zc/v4_gapfill/zc_snapshots_2025-01.parquet,1,0,1,0,378000,1,0
zc,2025-08,E_pc2_transfer_processed,pc2_transfer/processed/zc/zc_snapshots_2025-08.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\zc\zc_snapshots_2025-08.parquet,17473406,2026-04-02T21:45:03Z,d63508c3e3171f1073bc7c01a2d28f60af89093274342435b1be0eaaa8c3d0c3,07bad01ce5aa3795a4c17bfc7ca4ca7f,14,19,1666968,554304,1753711235363078609,1756491599920747881,335822,336106,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L56->pc2_transfer/transfer/data/zc/zc_snapshots_2025-08.parquet; transfer/checksums.txt:L56->transfer/data/zc/zc_snapshots_2025-08.parquet,,,,,,,
zc,2025-08,F_pc2_transfer_transfer_data,pc2_transfer/transfer/data/zc/zc_snapshots_2025-08.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\transfer\data\zc\zc_snapshots_2025-08.parquet,17473406,2026-04-07T15:26:14Z,d63508c3e3171f1073bc7c01a2d28f60af89093274342435b1be0eaaa8c3d0c3,07bad01ce5aa3795a4c17bfc7ca4ca7f,14,19,1666968,554304,1753711235363078609,1756491599920747881,335822,336106,24,v3_pre_gapfill,false,pc2_transfer/transfer/checksums.txt,56,07bad01ce5aa3795a4c17bfc7ca4ca7f,MATCH,pc2_transfer/transfer/checksums.txt:L56->pc2_transfer/transfer/data/zc/zc_snapshots_2025-08.parquet; transfer/checksums.txt:L56->transfer/data/zc/zc_snapshots_2025-08.parquet,,,,,,,
zc,2025-08,A_processed_FIXTURE_PATH,processed/zc/zc_snapshots_2025-08.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\zc\zc_snapshots_2025-08.parquet,17473406,2026-04-02T21:45:03Z,d63508c3e3171f1073bc7c01a2d28f60af89093274342435b1be0eaaa8c3d0c3,07bad01ce5aa3795a4c17bfc7ca4ca7f,14,19,1666968,554304,1753711235363078609,1756491599920747881,335822,336106,24,v3_pre_gapfill,true,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L56->pc2_transfer/transfer/data/zc/zc_snapshots_2025-08.parquet; transfer/checksums.txt:L56->transfer/data/zc/zc_snapshots_2025-08.parquet,17,16,5,64073,342854,5,211450
zc,2025-08,G_transfer_data,transfer/data/zc/zc_snapshots_2025-08.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\transfer\data\zc\zc_snapshots_2025-08.parquet,17473406,2026-04-07T15:26:14Z,d63508c3e3171f1073bc7c01a2d28f60af89093274342435b1be0eaaa8c3d0c3,07bad01ce5aa3795a4c17bfc7ca4ca7f,14,19,1666968,554304,1753711235363078609,1756491599920747881,335822,336106,24,v3_pre_gapfill,false,transfer/checksums.txt,56,07bad01ce5aa3795a4c17bfc7ca4ca7f,MATCH,pc2_transfer/transfer/checksums.txt:L56->pc2_transfer/transfer/data/zc/zc_snapshots_2025-08.parquet; transfer/checksums.txt:L56->transfer/data/zc/zc_snapshots_2025-08.parquet,,,,,,,
zc,2025-08,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/zc/v4_gapfill/zc_snapshots_2025-08.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\zc\v4_gapfill\zc_snapshots_2025-08.parquet,19343028,2026-04-17T04:03:24Z,d9a15e3d04911ff279821916c400563682443e6f8d34cb3e993c250474b4722b,0cdd60b1259c8415ccf25c7d20deb5d4,14,19,1712400,366005,1754056800000000000,1756491599920747881,5,25,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,207,0cdd60b1259c8415ccf25c7d20deb5d4,MATCH,PC2_TRANSFER_v4/manifest.csv:L207->PC2_TRANSFER_v4/processed/zc/v4_gapfill/zc_snapshots_2025-08.parquet; PC2_TRANSFER_v4/manifest.csv:L207->processed/zc/v4_gapfill/zc_snapshots_2025-08.parquet,,,,,,,
zc,2025-08,B_processed_v4_gapfill,processed/zc/v4_gapfill/zc_snapshots_2025-08.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\zc\v4_gapfill\zc_snapshots_2025-08.parquet,19343028,2026-04-17T04:03:24Z,d9a15e3d04911ff279821916c400563682443e6f8d34cb3e993c250474b4722b,0cdd60b1259c8415ccf25c7d20deb5d4,14,19,1712400,366005,1754056800000000000,1756491599920747881,5,25,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,207,0cdd60b1259c8415ccf25c7d20deb5d4,MATCH,PC2_TRANSFER_v4/manifest.csv:L207->PC2_TRANSFER_v4/processed/zc/v4_gapfill/zc_snapshots_2025-08.parquet; PC2_TRANSFER_v4/manifest.csv:L207->processed/zc/v4_gapfill/zc_snapshots_2025-08.parquet,1,0,1,0,366000,2,5
zc,2025-09,E_pc2_transfer_processed,pc2_transfer/processed/zc/zc_snapshots_2025-09.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\zc\zc_snapshots_2025-09.parquet,18384909,2026-04-02T21:47:04Z,ad9a3661e19fb6d44d655c2bd709bf4ff0890a9df18900e5dae11e53d5313ef6,87238c1727bb4b416fbbca801b29dac0,14,19,1743521,580945,1756735626660556771,1759256399846790459,398101,398156,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L57->pc2_transfer/transfer/data/zc/zc_snapshots_2025-09.parquet; transfer/checksums.txt:L57->transfer/data/zc/zc_snapshots_2025-09.parquet,,,,,,,
zc,2025-09,F_pc2_transfer_transfer_data,pc2_transfer/transfer/data/zc/zc_snapshots_2025-09.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\transfer\data\zc\zc_snapshots_2025-09.parquet,18384909,2026-04-07T15:26:14Z,ad9a3661e19fb6d44d655c2bd709bf4ff0890a9df18900e5dae11e53d5313ef6,87238c1727bb4b416fbbca801b29dac0,14,19,1743521,580945,1756735626660556771,1759256399846790459,398101,398156,24,v3_pre_gapfill,false,pc2_transfer/transfer/checksums.txt,57,87238c1727bb4b416fbbca801b29dac0,MATCH,pc2_transfer/transfer/checksums.txt:L57->pc2_transfer/transfer/data/zc/zc_snapshots_2025-09.parquet; transfer/checksums.txt:L57->transfer/data/zc/zc_snapshots_2025-09.parquet,,,,,,,
zc,2025-09,A_processed_FIXTURE_PATH,processed/zc/zc_snapshots_2025-09.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\zc\zc_snapshots_2025-09.parquet,18384909,2026-04-02T21:47:04Z,ad9a3661e19fb6d44d655c2bd709bf4ff0890a9df18900e5dae11e53d5313ef6,87238c1727bb4b416fbbca801b29dac0,14,19,1743521,580945,1756735626660556771,1759256399846790459,398101,398156,24,v3_pre_gapfill,true,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L57->pc2_transfer/transfer/data/zc/zc_snapshots_2025-09.parquet; transfer/checksums.txt:L57->transfer/data/zc/zc_snapshots_2025-09.parquet,18,17,5,79742,327931,5,253014
zc,2025-09,G_transfer_data,transfer/data/zc/zc_snapshots_2025-09.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\transfer\data\zc\zc_snapshots_2025-09.parquet,18384909,2026-04-07T15:26:14Z,ad9a3661e19fb6d44d655c2bd709bf4ff0890a9df18900e5dae11e53d5313ef6,87238c1727bb4b416fbbca801b29dac0,14,19,1743521,580945,1756735626660556771,1759256399846790459,398101,398156,24,v3_pre_gapfill,false,transfer/checksums.txt,57,87238c1727bb4b416fbbca801b29dac0,MATCH,pc2_transfer/transfer/checksums.txt:L57->pc2_transfer/transfer/data/zc/zc_snapshots_2025-09.parquet; transfer/checksums.txt:L57->transfer/data/zc/zc_snapshots_2025-09.parquet,,,,,,,
zc,2025-09,D_PC2_TRANSFER_v4,PC2_TRANSFER_v4/processed/zc/v4_gapfill/zc_snapshots_2025-09.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\PC2_TRANSFER_v4\processed\zc\v4_gapfill\zc_snapshots_2025-09.parquet,19950623,2026-04-17T04:04:05Z,f85301e294bdb248f0ef0fc6be57a268c082ffb778a0279e0c3cceab697047fd,b7477143ab46dabb8fbbeb5fb9a705a2,14,19,1732800,368404,1756821600000000000,1759258799000000000,4,24,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,208,b7477143ab46dabb8fbbeb5fb9a705a2,MATCH,PC2_TRANSFER_v4/manifest.csv:L208->PC2_TRANSFER_v4/processed/zc/v4_gapfill/zc_snapshots_2025-09.parquet; PC2_TRANSFER_v4/manifest.csv:L208->processed/zc/v4_gapfill/zc_snapshots_2025-09.parquet,,,,,,,
zc,2025-09,B_processed_v4_gapfill,processed/zc/v4_gapfill/zc_snapshots_2025-09.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\processed\zc\v4_gapfill\zc_snapshots_2025-09.parquet,19950623,2026-04-17T04:04:05Z,f85301e294bdb248f0ef0fc6be57a268c082ffb778a0279e0c3cceab697047fd,b7477143ab46dabb8fbbeb5fb9a705a2,14,19,1732800,368404,1756821600000000000,1759258799000000000,4,24,24,v4_gapfill,false,PC2_TRANSFER_v4/manifest.csv,208,b7477143ab46dabb8fbbeb5fb9a705a2,MATCH,PC2_TRANSFER_v4/manifest.csv:L208->PC2_TRANSFER_v4/processed/zc/v4_gapfill/zc_snapshots_2025-09.parquet; PC2_TRANSFER_v4/manifest.csv:L208->processed/zc/v4_gapfill/zc_snapshots_2025-09.parquet,1,0,1,0,368400,2,4
zc,2025-10,E_pc2_transfer_processed,pc2_transfer/processed/zc/zc_snapshots_2025-10.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\processed\zc\zc_snapshots_2025-10.parquet,21172120,2026-04-02T21:49:19Z,1dc49265e91561099c5e4202fec70550ba8b14833e4db040aae1af15e45e1fee,ff648eaf8c5aa226d4d6c3286238b2bb,14,19,1915096,634446,1759154436591587419,1761934799428135693,424332,424493,24,v3_pre_gapfill,false,NOT_COVERED,,"",NOT_COVERED,pc2_transfer/transfer/checksums.txt:L58->pc2_transfer/transfer/data/zc/zc_snapshots_2025-10.parquet; transfer/checksums.txt:L58->transfer/data/zc/zc_snapshots_2025-10.parquet,,,,,,,
zc,2025-10,F_pc2_transfer_transfer_data,pc2_transfer/transfer/data/zc/zc_snapshots_2025-10.parquet,C:\Users\ttbea\OneDrive\Desktop\MBO_2025\pc2_transfer\transfer\data\zc\zc_snapshots_2025-10.parquet,21172120,2026-04-07T15:26:14Z,1dc49265e91561099c5e4202fec70550ba8b14833e4db040aae1af15e45e1fee,ff648eaf8c5aa226d4d6c3286238b2bb,14,19,1915096,634446,1759154436591587419,1761934799428135693,424332,424493,24,v3_pre_gapfill,false,pc2_transfer/transfer/checksums.txt,58,ff648eaf8c5aa226d4d6c3286238b2bb,MATCH,pc2_transfer/transfer/checksums.txt:L58->pc2_transfer/transfer/data/zc/zc_snapshots_2025-10.parquet; transfer/checksums.txt:L58->transfer/data/zc/zc_snapshots_2025-10.parquet,,,,,,,
